id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
752327731881164515,The Tin Dragon Tullah Tasmania,110202800,Thomas,,West Coast,-41.73193,145.62221,Entire home/apt,140,2,11,2023-03-02,4.07,1,55,11,2020/00006
752337843051359339,White Shell Cottage | Beachfront @ Falmouth,9585264,Heidi,,Break O'Day,-41.50373,148.27031,Entire home/apt,337,2,6,2023-02-26,1.75,12,316,6,Exempt: This listing falls under the 'home sharing' exemption
752350643586287457,Saddles at Derby,67707240,Holly,,Dorset,-41.14357,147.79851,Entire home/apt,220,2,6,2023-03-05,2.40,1,333,6,DEV2015/33
752377242357131312,Waterfront Escape Hobart - Long Beach,436692322,Jo And Matt,,Hobart,-42.91243,147.35668,Entire home/apt,531,2,6,2023-02-13,1.98,56,35,6,PLN22467
752408962579944702,Sunny Studio Unit @ Scamander - Sleeps 2,9585264,Heidi,,Break O'Day,-41.46389,148.26064,Entire home/apt,154,1,2,2023-03-04,2,12,35,2,"Exempt: This listing is a hotel, motel, or caravan park"
752457517463736703,Friesland house by the beach,97598579,Shahana,,Burnie,-41.04102,145.8558,Entire home/apt,220,2,17,2023-03-07,4.90,1,326,17,DA 2022/128
752478935795511455,"Large, dog-friendly, family home with view",486280079,Hannah,,Devonport,-41.17125,146.33559,Entire home/apt,290,1,16,2023-02-24,5.65,1,2,16,Exempt: This listing falls under the 'home sharing' exemption
752491017792407903,The Scandi Villa,152560076,Natasha,,Latrobe,-41.15811,146.532,Entire home/apt,223,1,29,2023-03-04,9.16,1,339,29,L-DA222/2022
752983467668209282,Derby Rock Cabins - Spa Cabin 1,147344168,Julia,,Dorset,-41.14415,147.79794,Entire home/apt,300,2,11,2023-03-07,3.27,22,323,11,T20210613
753198822491754208,The Milkman's Shack- Outdoor Bath & Country Escape,486407200,Amy,,Meander Valley,-41.47361,146.5175,Entire home/apt,196,1,32,2023-02-22,8.42,1,322,32,Exempt: This listing falls under the 'home sharing' exemption
753803359697897746,"Luxury and Spacious Modern House, Spectacular View",101310690,Mark,,Hobart,-42.9221586,147.3596259,Entire home/apt,564,1,7,2023-01-16,2.88,2,356,7,PLN-22-715
753886172783802140,Modern sun-drenched townhouse with magical views,45866071,Sarah,,Hobart,-42.8957573,147.3172402,Entire home/apt,259,2,16,2023-02-28,4.62,1,76,16,PLN-22-413
753919931208209350,Derby Rock Cabins - Lower Cabin 2,147344168,Julia,,Dorset,-41.14408,147.79767,Entire home/apt,280,2,7,2023-02-20,2.73,22,328,7,T20210613
754469494533981991,Cute studio apartment on beautiful Park Beach.,29010079,Jennifer,,Sorell,-42.86605,147.62061,Entire home/apt,92,2,16,2023-02-23,4.49,1,334,16,Exempt: This listing falls under the 'home sharing' exemption
754623967758061206,Beach Retreat,16836695,Suite Space Co,,Glamorgan/Spring Bay,-41.87466,148.29816,Entire home/apt,206,1,8,2023-01-19,2.12,33,347,8,DA 2017 / 00307
734906583032931431,Milliebelle Terrace - inner city charmer,436692322,Jo And Matt,,Hobart,-42.87786,147.32131,Entire home/apt,309,2,9,2023-02-21,2.84,56,83,9,Exempt: This listing falls under the 'home sharing' exemption
734935971728812352,Lovely 3-bedroom Waterfront Apartment@Sandy Bay,483083359,Andie,,Hobart,-42.90358,147.33664,Entire home/apt,239,1,16,2023-02-14,3.81,1,331,16,Exempt: This listing falls under the 'home sharing' exemption
735027110160794031,Windbourne House | The Ultimate Base,96784548,Emily,,Break O'Day,-41.3353524,148.2455276,Entire home/apt,326,2,7,2023-02-19,1.45,36,286,7,DA177-21
735064276449902901,Stoney Steps Retreat,101934548,David,,Hobart,-42.9018992,147.3023758,Entire home/apt,377,2,16,2023-03-04,4.49,1,168,16,Exempt: This listing falls under the 'home sharing' exemption
735090446210306653,Apollo's Rest - New Listing -,480122603,Sarah,,Kingborough,-43.1514603,147.2962845,Entire home/apt,552,2,14,2023-02-24,3.47,14,324,14,Exempt: This listing falls under the 'home sharing' exemption
735271443102937783,"Spacious, modern, bright & fresh home + waterviews",132405825,Annissa,,Glenorchy,-42.807790246828624,147.24992189956532,Entire home/apt,369,1,3,2023-02-18,1.41,2,220,3,PLN-22-478
735712473410622693,Gleneagle Tasmania | Wollemi Rise Luxury Dome,459272586,Isabelle,,Central Coast,-41.19328,146.00121,Entire home/apt,515,1,2,2023-02-26,0.91,2,318,2,Exempt: This listing falls under the 'home sharing' exemption
735890696967165968,The Wee Kirk - beautiful church conversion,483258413,Gillian,,Southern Midlands,-42.63502,147.11384,Entire home/apt,300,2,7,2023-03-04,2.10,1,166,7,Exempt: This listing falls under the 'home sharing' exemption
736276471214671123,The Sawmiller’s Cottage - a rural escape,147344168,Julia,,Dorset,-41.28547,147.71898,Entire home/apt,230,2,15,2023-03-05,4.84,22,318,15,2016/75
755229202255230780,Al Mare - Mediterranean 4-bedroom villa by the sea,2741876,Svetla,,Waratah/Wynyard,-40.99275,145.75144,Entire home/apt,271,2,8,2023-03-04,3.12,2,325,8,Exempt: This listing falls under the 'home sharing' exemption
755233718662647617,"Bliss on the Blvd., pet friendly and peaceful",25524228,Cathy,,Latrobe,-41.15902200000001,146.539737,Entire home/apt,175,1,21,2023-03-03,6.43,1,340,21,Exempt: This listing falls under the 'home sharing' exemption
589413710848403609,Cheerful 2-bedroom home with free wi-fi,6085737,Irene,,Burnie,-41.06955,145.895172,Entire home/apt,148,2,26,2022-12-01,2.37,1,218,26,Exempt: This listing falls under the 'home sharing' exemption
755248087584095288,Stunning views from this well appointed property,436709080,Martin,,Tasman,-43.08669,147.80479,Entire home/apt,200,1,21,2023-03-01,7.41,2,351,21,Exempt: This listing falls under the 'home sharing' exemption
755273706392196943,Studio Apartment - Sandy Bay,151871346,Retreats Tasmania,,Hobart,-42.8949127,147.3298689,Entire home/apt,294,2,1,2023-02-10,1,11,157,1,PLN-16-775
755404156964163480,Old beach villa,136835962,Thao,,Brighton,-42.77518,147.26763,Private room,150,1,0,,,3,0,0,Exempt: This listing falls under the 'home sharing' exemption
755427296447146394,Apollo Bay Tiny home,136835962,Thao,,Kingborough,-43.16133,147.295,Entire home/apt,170,1,16,2023-02-21,4.17,3,67,16,Exempt: This listing falls under the 'home sharing' exemption
755845611223738464,"Hobart 'self-contained' studio, walk to town.",423061438,Steve,,Hobart,-42.8827,147.30546,Private room,125,2,4,2023-02-26,1.67,1,355,4,Exempt: This listing falls under the 'home sharing' exemption
736365689029800123,Moody Luxury Home in the Wine Region,480249882,Claire,,Clarence,-42.74012,147.42346,Entire home/apt,341,2,18,2023-02-28,4.39,1,138,18,PDPLANPMTD-2022/030471
736405334266332766,Little Grey Cottage in sunny Montagu Bay,482128334,Clint And Naomi,,Clarence,-42.86615,147.36337,Entire home/apt,250,2,11,2023-03-04,3.79,1,131,11,Exempt: This listing falls under the 'home sharing' exemption
736429105835218273,Recently renovated delight,5266238,Moxxi,,Launceston,-41.45081,147.14829,Entire home/apt,299,3,9,2023-02-11,2.60,76,167,9,DA0411/2022
736582829535641598,"Cute Retro 2 bedroom place great location, parking",12840937,Felicity,,Hobart,-42.8938725,147.3318677,Entire home/apt,295,3,8,2023-02-13,3.48,1,160,8,Exempt: This listing falls under the 'home sharing' exemption
737171208862563427,Elysium: Stylish Hobart inner city. Free car park.,25511005,Natalie:,,Hobart,-42.8841695,147.3230262,Entire home/apt,265,2,13,2023-02-20,3.28,39,345,13,PLN 14-01472
737196358126763508,"Celestial Suite: Luxury, romance and unique style",25511005,Natalie:,,Hobart,-42.88509,147.32221,Entire home/apt,243,2,16,2023-02-19,3.97,39,346,16,PLN-14-01472
755931655794353110,Scandi @ Stieglitz | Sleeps 6 | Modern & Stylish,9585264,Heidi,,Break O'Day,-41.32877,148.28785,Entire home/apt,341,2,12,2023-03-06,3.30,12,145,12,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
589945223931982071,Large sunny home short walk to Hobart restaurants,225045680,Grace,,Hobart,-42.87608,147.3025,Entire home/apt,316,2,36,2023-03-05,4.06,1,0,36,PLN­22­248
737233149152147271,Tall Trees- Aurora Chaser's Dream,297566337,Tina,,Huon Valley,-43.4314458,146.9399925,Entire home/apt,299,3,2,2023-02-21,2,15,196,2,Va-13/2022
737264315733080196,Sanctuary: Stunning tranquil inner city oasis,25511005,Natalie:,,Hobart,-42.88371,147.32416,Entire home/apt,243,2,12,2023-02-24,3.13,39,302,12,PLN 14-01472
589986478508282605,Wings Wildlife Park- Double room,221031677,Gena,,Central Coast,-41.2616,146.04524,Private room,71,3,3,2023-01-06,0.27,10,360,3,"Exempt: This listing is a hotel, motel, or caravan park"
737382388292098625,Launceston 1-7BR perfect for young family Holiday,72605942,Vanessa,,West Tamar,-41.3357,147.01573,Entire home/apt,223,7,0,,,4,365,0,Exempt: This listing falls under the 'home sharing' exemption
590000923170226197,Wings Wildlife Park -  2 x bunk room - no linen,221031677,Gena,,Central Coast,-41.26361,146.04662,Private room,132,2,1,2022-04-17,0.09,10,365,1,"Exempt: This listing is a hotel, motel, or caravan park"
590013799690502929,Buttons By The Beach (off-grid beach house),34805358,Deborah,,King Island,-39.75334,143.8516,Entire home/apt,559,2,8,2023-03-06,0.85,1,305,8,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
737954125185164996,"Bright n cozy,Bruny Island, Lawrence creek cottage",216192480,Nicole,,Kingborough,-43.20818,147.385,Entire home/apt,247,1,6,2023-03-08,2.02,1,80,6,DA-2022-384
738087751786431426,Uchi coastal luxe retreat with zen vibe,19418558,Jacqueline,,Glamorgan/Spring Bay,-41.87246,148.29067,Entire home/apt,345,2,4,2023-02-13,1.09,2,231,4,Exempt: This listing falls under the 'home sharing' exemption
738462908660819645,Lovely large homestead with contemporary living,10325160,Ashleigh,,Launceston,-41.45676,147.17472,Entire home/apt,400,3,2,2023-01-18,0.94,1,60,2,Exempt: This listing falls under the 'home sharing' exemption
756146286365186439,"Large Family Home close to CBD, Sleeps 10",118612901,Lisa & Andrew,,Glenorchy,-42.83997,147.31043,Entire home/apt,372,2,8,2023-02-27,2.53,11,163,8,PLN-22-278
756246472156801783,Soho Retreat,44728105,Rebecca,,Hobart,-42.8976481,147.3078811,Entire home/apt,301,2,4,2023-02-12,1.45,1,170,4,Exempt: This listing falls under the 'home sharing' exemption
756664406445201370,Mountain Cabin - Little Owl,29609087,Mieke,,Hobart,-42.8943055736049,147.27153304964304,Entire home/apt,149,2,14,2023-03-06,4.16,2,75,14,Exempt: This listing falls under the 'home sharing' exemption
756860814925067539,"Cozy ""Linden Cottage"" with views of Gypsy Bay",13993457,Kornelia,,Sorell,-42.8981674,147.6809151,Entire home/apt,130,3,2,2023-02-12,1.87,1,179,2,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
756950086739928300,Serene Nordic inspired luxurious modern home,487126671,Portia,,Break O'Day,-41.50757,148.27254,Entire home/apt,364,2,2,2023-02-23,2,1,302,2,DA289-22
756967757937209523,Newly renovated Spacious 2 Bedroom home,4899,Grace,,Glenorchy,-42.83909,147.28279,Entire home/apt,163,3,2,2023-01-17,1.00,1,290,2,Exempt: This listing falls under the 'home sharing' exemption
757414225496209027,Lovely 2 bedroom apartment with river views.,246689839,Brett,,West Tamar,-41.41452,147.09861,Entire home/apt,155,1,5,2023-01-09,1.36,1,173,5,Exempt: This listing falls under the 'home sharing' exemption
757416886186402750,Cloud Nine Apartment @ Tamar Ridge,392534064,Steve,,West Tamar,-41.3397977,147.0083771,Entire home/apt,139,1,27,2023-03-06,8.80,1,245,27,DA17/02
771753372434030900,Relax Restore Explore @ Randall's Cabin on the Bay,14748928,Elle,,Huon Valley,-43.24415,147.13108,Entire home/apt,200,3,3,2023-02-17,1.48,2,251,3,VA23/2022
771803369451756497,2 Bedroom Apartment with spa bath,489385664,Tia,,West Coast,-42.15144,145.32314,Entire home/apt,297,1,1,2022-12-29,0.42,1,316,1,DA641/99
771853180037019333,Salt bay,19703717,Chris,,Break O'Day,-41.25416242589443,148.3057576417923,Entire home/apt,208,2,1,2023-03-04,1,1,247,1,DA103-2022
772040732075928456,The Dannebrog Lodge Room 9,488914521,Aylin,,Devonport,-41.17312,146.36277,Private room,150,1,2,2023-01-05,0.83,4,359,2,"Exempt: This listing is a hotel, motel, or caravan park"
772089155843042097,Rustic Cabin perfect for couples getaway,175189742,Samantha,,Huon Valley,-43.15753,147.0249,Entire home/apt,157,2,0,,,1,2,0,Exempt: This listing falls under the 'home sharing' exemption
772609572316476203,"Home away from home Sleeps 10,6Kms from CBD",118612901,Lisa & Andrew,,Clarence,-42.8453,147.36246,Entire home/apt,411,2,3,2023-01-07,1.25,11,150,3,PDPLANPMTP-2022/032532
772625972040713080,"Seal Cove, East Coast Tasmania",266144821,Jeremy And Georgia,,Break O'Day,-41.5861094,148.313154,Entire home/apt,814,1,4,2023-03-07,2.07,1,337,4,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
772664808401531692,"Lune, lunawuni/Bruny Island",8782507,Sarah,,Kingborough,-43.30136,147.25319,Entire home/apt,295,2,8,2023-02-18,3.93,1,157,8,DA-2022-401
772756303394033186,Scenic Sandy Bay Villa close City,118612901,Lisa & Andrew,,Hobart,-42.9121,147.34959,Entire home/apt,246,2,7,2023-02-19,3.00,11,160,7,PLN22689
772765420933452889,Lovely home on reno,262925349,Chad,,Glenorchy,-42.84818,147.28067,Entire home/apt,130,3,3,2023-01-08,1.07,1,184,3,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
772830471095779384,Periwinkle at Great Bay,480122603,Sarah,,Kingborough,-43.2088483,147.3827496,Entire home/apt,316,2,7,2023-02-20,3.44,14,304,7,DA-2022-3
772830776413137523,Home Away From Home in Wynyard,211061120,Sonya,,Waratah/Wynyard,-40.98848,145.72642,Entire home/apt,189,2,9,2023-03-02,3.10,7,357,9,Exempt: This listing falls under the 'home sharing' exemption
772966953881592270,Meehan View Cottage,235317632,Dave,,Clarence,-42.8597442,147.3869024,Private room,63,1,2,2023-02-01,0.70,2,78,2,Exempt: This listing falls under the 'home sharing' exemption
773492604158391616,Mid-Century Palm Springs Unit,373187802,Jill,,Launceston,-41.46920050000001,147.1639987,Entire home/apt,180,2,1,2023-02-28,1,4,329,1,0000 - awaiting number
773600140596380361,Modern Magnificent in Hobart: Water & City Views,489363859,Tammy,,Hobart,-42.88455,147.3187,Entire home/apt,531,1,0,,,7,128,0,PN
738649552103732027,Cacatua Cottage,377868868,Valeska And Jason,,Kingborough,-43.01518,147.32323,Entire home/apt,174,2,7,2023-03-06,3.39,1,260,7,Exempt: This listing falls under the 'home sharing' exemption
757720365864906170,"Luxury, spacious and modern 3 bedrooms house",385830090,Nguyen Thai Uyen,,Launceston,-41.45127,147.16898,Entire home/apt,300,1,9,2023-02-18,3.33,1,352,9,Exempt: This listing falls under the 'home sharing' exemption
758134767703814410,Bayview Lodge - Views Views Views!,96784548,Emily,,Break O'Day,-41.3354663,148.2469266,Entire home/apt,271,2,18,2023-02-28,6.59,36,315,18,"Exempt: This listing is a hotel, motel, or caravan park"
758335349627453793,No. 9 Bay of Fires - Binalong Bay,401616388,Casey,,Break O'Day,-41.25284490607868,148.31150360405445,Entire home/apt,471,2,0,,,17,151,0,DA 2017/00105
758462121872927376,Cheerful 3 bedroom cabin with fireplace,421826864,Jovelyn,,Waratah/Wynyard,-41.0817053,145.5649449,Entire home/apt,115,1,2,2022-12-28,0.69,1,315,2,Exempt: This listing falls under the 'home sharing' exemption
758740803949735826,Geilston Bay home,122407142,Ellie,,Clarence,-42.82919,147.3436,Entire home/apt,259,3,4,2023-02-12,1.60,1,60,4,Exempt: This listing falls under the 'home sharing' exemption
758822013545280912,Pop Joeys Beach Home - Outdoor HOT TUB,379204346,Taletha,,Glamorgan/Spring Bay,-42.5749,147.90658,Entire home/apt,200,2,8,2023-02-17,2.33,1,335,8,DA 2022 / 287
758963484291435504,"Beautiful home, perfect for a relaxing get away.",487481781,Yvonne,,Glamorgan/Spring Bay,-42.56554,147.87343,Entire home/apt,250,2,4,2023-02-18,1.82,1,343,4,2016/00232
759048830308002833,Luxury yurt glamping accommodation in olive grove,487492183,Jess And Mark,,Kingborough,-43.340602138284375,147.3087616920654,Entire home/apt,300,1,0,,,1,165,0,Exempt: This listing falls under the 'home sharing' exemption
759086756950516764,Stunning Hobart home- close to shopping centres,487496625,Ping,,Glenorchy,-42.8298817,147.2831546,Entire home/apt,186,2,12,2023-03-05,3.87,1,151,12,PLN-22-447
759095386471799033,"Edge of the city, large house with stunning views.",487497689,Rowena,,Hobart,-42.88912,147.31203,Entire home/apt,725,3,0,,,1,55,0,Exempt: This listing falls under the 'home sharing' exemption
759160807030918162,"Amongst the Gum Trees, SOHO",22601525,Luke,,Hobart,-42.9039965,147.2853124,Entire home/apt,325,2,4,2023-01-30,1.64,1,7,4,Exempt: This listing falls under the 'home sharing' exemption
759168297381751295,"Modern, private, 400m to beach!",412373565,Luke And Janine,,Kingborough,-42.9978697,147.3228644,Entire home/apt,199,2,4,2023-01-27,1.88,2,170,4,Exempt: This listing falls under the 'home sharing' exemption
759579077914845355,Water and mountain view. One bedroom apartment.,189469462,Pamela,,Glenorchy,-42.82725,147.29025,Entire home/apt,122,1,16,2023-03-04,4.36,1,351,16,Exempt: This listing falls under the 'home sharing' exemption
759594772362705554,Six on Murray - the perfect escape,147344168,Julia,,Break O'Day,-41.3367,148.25661,Entire home/apt,309,2,6,2023-02-24,2.43,22,316,6,DA 233-2022
759696270320600425,Travellers Rest,16836695,Suite Space Co,,Glamorgan/Spring Bay,-41.87463,148.303818,Entire home/apt,257,2,2,2023-02-16,0.74,33,249,2,Exempt: This listing falls under the 'home sharing' exemption
759710370260756455,Krushka Cottage - A Derby original,147344168,Julia,,Dorset,-41.14614,147.79926,Entire home/apt,240,2,5,2023-02-06,1.67,22,248,5,2021/53
759853339813166647,Dual Living With Indoor Pool and Sauna!,5266238,Moxxi,,Launceston,-41.45984,147.17709,Entire home/apt,406,2,10,2023-02-26,4.92,76,150,10,Exempt: This listing falls under the 'home sharing' exemption
759953721748651511,The Nook*A little gem in the forest(10 min to CBD),425096584,Bryan,,Hobart,-42.92725,147.28603,Entire home/apt,230,1,11,2023-03-02,4.65,15,58,11,Exempt: This listing falls under the 'home sharing' exemption
760244844553402783,Hill House Hobart - Fantastic views close to city,126536786,Jonathan,,Hobart,-42.88892,147.31326,Entire home/apt,430,1,8,2023-02-25,2.61,2,75,8,Exempt: This listing falls under the 'home sharing' exemption
760285032852332472,Sunset Sky,487737961,Jade,,West Coast,-42.14823050896098,145.32141254973754,Entire home/apt,234,2,20,2023-03-06,5.66,1,62,20,DA 2022/16
760353419548492188,Adorable studio private entrance and courtyard.,57827682,Jo,,Launceston,-41.4208899,147.1375336,Entire home/apt,150,2,6,2023-03-07,2.54,2,173,6,Exempt: This listing falls under the 'home sharing' exemption
760355394791548202,Chic Hobart Apartment,31440857,Shani,,Hobart,-42.88796,147.32112,Entire home/apt,220,2,9,2023-02-14,3.86,1,74,9,Exempt: This listing falls under the 'home sharing' exemption
760442093881803566,Homely delight with parking and wifi,5266238,Moxxi,,West Tamar,-41.39957,147.08571,Entire home/apt,335,2,10,2023-02-26,5.00,76,130,10,PA2022416
760578552015348644,Room 1 - Bed & Breakfast (Derby),342106959,Steve,,Dorset,-41.0983,147.82554,Private room,120,1,1,2023-01-06,0.47,6,0,1,"Exempt: This listing is a hotel, motel, or caravan park"
760578748497329331,Group Accommodation near Derby,342106959,Steve,,Dorset,-41.0980941,147.8248445,Entire home/apt,623,1,1,2023-03-04,1,6,0,1,"Exempt: This listing is a hotel, motel, or caravan park"
761168978159741732,The Top Place Mountain Retreat - Group Stay,132228462,Sharyn,,Meander Valley,-41.62849,146.46475,Entire home/apt,736,3,0,,,5,167,0,"Exempt: This listing is a hotel, motel, or caravan park"
761220115365584305,Studio Verdure. Funky apartment.,204164150,Angelica,,Launceston,-41.4670648336381,147.15688608095095,Entire home/apt,192,1,7,2023-02-26,2.50,1,322,7,Exempt: This listing falls under the 'home sharing' exemption
761295802772630336,Sunny Beach Holiday Home 80A,86465510,Leo,,Kingborough,-42.98816,147.32397,Entire home/apt,227,1,7,2023-03-08,1.98,3,336,7,DA-2022-415
761366770667640448,Devonport Orana,129375988,Kimberley,,Devonport,-41.16815,146.35999,Entire home/apt,250,2,8,2023-02-28,2.70,2,333,8,PA2022.0148
761384582078531578,Well-located Apt with Loft Bedroom & Aircon,287235701,MaisonNets,,Devonport,-41.17901,146.35907,Entire home/apt,101,2,3,2023-02-13,1.27,2,168,3,PA2022.0144
761384708109915144,"Apt with Aircon & Loft Bedroom, Great Location",287235701,MaisonNets,,Devonport,-41.17989,146.35958,Entire home/apt,102,2,5,2023-03-04,2.14,2,335,5,PA2022.0144
761417568124988813,Stunning water views @ SandyBay - The Willow house,425096584,Bryan,,Hobart,-42.9122,147.34307,Entire home/apt,371,1,11,2023-02-26,3.03,15,26,11,Exempt: This listing falls under the 'home sharing' exemption
761699694949535263,Country comfort in New Town,486829617,Linh,,Hobart,-42.86237,147.31015,Entire home/apt,284,2,22,2023-03-06,6.00,1,154,22,Exempt: This listing falls under the 'home sharing' exemption
762420070910967056,Beachside family retreat,52471344,Kiri,,Clarence,-42.908,147.48699,Entire home/apt,212,2,3,2023-02-27,2.81,1,1,3,Exempt: This listing falls under the 'home sharing' exemption
762538461297785102,Frederik Suite- King and ensuite,67281294,Stephen,,Launceston,-41.43596,147.12045,Private room,200,3,2,2023-02-26,1.82,4,357,2,Exempt: This listing falls under the 'home sharing' exemption
762538767346543025,Thomas Room - Queen with ensuite,67281294,Stephen,,Launceston,-41.43575,147.11922,Private room,140,1,8,2023-02-26,2.26,4,353,8,Exempt: This listing falls under the 'home sharing' exemption
762651318748056870,Townhouse on George,118154357,Sue,,Hobart,-42.87221,147.32035,Entire home/apt,225,2,2,2023-01-14,0.95,1,84,2,PLN-22-489
762711099236117470,Little Lemon tree,476770890,Lory,,Hobart,-42.90925,147.33883,Private room,100,1,10,2023-02-18,4.11,2,233,10,Exempt: This listing falls under the 'home sharing' exemption
762818743896683504,"Sea Gypsy, absolute waterfront",43136635,Louella,,Huon Valley,-43.248593923867965,147.0997016876936,Entire home/apt,235,2,7,2023-02-23,3.09,10,347,7,VA 19/22
763123705467866706,River Wren Cottage,43136635,Louella,,Huon Valley,-43.029334929716576,146.98784183710814,Entire home/apt,350,2,2,2023-01-06,0.87,10,87,2,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
763223469367565189,NEW Wilmot Wilderness Retreat - Outdoor Bath,488280071,Jason,,Kentish,-41.33826,146.18614,Entire home/apt,166,1,11,2023-03-06,3.33,1,271,11,DA 2019/83
763801915148039382,New! The Hide On Cloudy | Couple/s Retreat,118758066,Wina,,Kingborough,-43.36687862590203,147.23553076386452,Entire home/apt,272,2,12,2023-02-27,3.71,7,331,12,DA-2022-478
763863744288340539,Dream home with water views,5480207,Emma,,Hobart,-42.92631,147.35968,Entire home/apt,650,2,1,2023-01-01,0.43,1,3,1,Exempt: This listing falls under the 'home sharing' exemption
764117506706259749,"Mt View Large Home Sleeps 10, 15min to CBD/Airport",118612901,Lisa & Andrew,,Clarence,-42.84883,147.36579,Entire home/apt,516,2,6,2023-02-10,2.61,11,29,6,PDPLANPMTP-2022/032064
764276120011238964,CentralHobartBeautifulApartment,488441992,Yan,,Hobart,-42.87972,147.33429,Entire home/apt,239,2,4,2023-02-23,2.31,1,305,4,2043515033
764629635355535871,Mona view house in Rosetta,488521075,Blossom,,Glenorchy,-42.819308547175076,147.25740352698364,Entire home/apt,195,1,1,2023-02-21,1,1,352,1,PLN-22-500
764704019976013493,Cookie's Cosy Corner,350252934,Ella,,Sorell,-42.89979,147.67866,Entire home/apt,249,2,9,2023-03-06,3.75,1,177,9,Exempt: This listing falls under the 'home sharing' exemption
764710101531617871,Greens Beach - Great Beach!,83384546,John,,West Tamar,-41.08186,146.74242,Entire home/apt,200,2,3,2023-02-20,1.48,1,174,3,Exempt: This listing falls under the 'home sharing' exemption
764712563062558643,Shepherd & Sprout Boutique Tiny - Cradle Country,488539226,Tara,,Kentish,-41.3792248,146.1722132,Entire home/apt,204,2,18,2023-03-05,7.20,1,58,18,Exempt: This listing falls under the 'home sharing' exemption
764844431652933802,Water front Guest House,469884878,Sally,,Circular Head,-40.87809311626722,145.4451987571472,Entire home/apt,205,2,4,2023-02-15,1.25,6,87,4,Exempt: This listing falls under the 'home sharing' exemption
765398114083372707,Spacious apartment in central Sandy Bay,451711438,Jessie,,Hobart,-42.89294,147.3237,Entire home/apt,207,2,13,2023-03-04,3.94,2,131,13,PLN-22-403
765504335657757100,Sublime Luxury - Battery Point,49383522,Robert,,Hobart,-42.8891,147.33352,Entire home/apt,825,2,8,2023-02-26,3.58,17,292,8,PLN-22-615
765515402689589387,Sweet Wattle Retreat 1,140140341,Phillip,,Glamorgan/Spring Bay,-42.100068114559384,148.24457390476925,Entire home/apt,276,2,7,2023-02-19,2.04,15,348,7,DA45344
765597643722725159,Duke Cottage,23403961,Michelle,,Hobart,-42.89760937363527,147.33110240377778,Entire home/apt,206,2,6,2023-03-05,2.57,1,164,6,Exempt: This listing falls under the 'home sharing' exemption
766252589346768369,Nan's House :Home away from home,23433061,Margaret,,Burnie,-41.04318,145.87666,Entire home/apt,250,2,2,2023-02-08,0.77,5,220,2,DA 2022/99
766342450238911045,2 bedrooms in shared house,155949754,Derek & Kelly,,Dorset,-41.16651,147.36962,Private room,150,1,5,2023-02-11,2.34,2,65,5,Exempt: This listing falls under the 'home sharing' exemption
766385400267368500,The Ranch In The Heart Of Launceston w/ Free Wifi,5266238,Moxxi,,Launceston,-41.4401,147.13821,Entire home/apt,264,2,6,2023-02-02,2.61,76,166,6,Commercial Premises
766856347559783004,The Dannebrog Lodge Family Room 3,488914521,Aylin,,Devonport,-41.1726781,146.3632216,Private room,169,1,11,2023-02-16,3.17,4,355,11,"Exempt: This listing is a hotel, motel, or caravan park"
766884359753154237,Unit Bellerive Bluff,488918790,Maxine,,Clarence,-42.8782,147.36342,Entire home/apt,195,2,5,2023-02-27,3.75,1,344,5,Exempt: This listing falls under the 'home sharing' exemption
766911816549161509,Cozy private room in Launceston,488922560,Sherry,,Launceston,-41.40889,147.14176,Private room,111,1,12,2023-02-27,6.92,3,361,12,Exempt: This listing falls under the 'home sharing' exemption
766940228466569085,Luxury bush retreat with water views,213841131,Liberty,,Hobart,-42.91588,147.32278,Entire home/apt,208,1,27,2023-03-03,10.80,3,306,27,Exempt: This listing falls under the 'home sharing' exemption
766966154661528676,Luxury Huon Valley Farm Stay,488926366,Julie,,Huon Valley,-43.00816363693856,146.9271821306885,Entire home/apt,400,2,0,,,1,353,0,VA-14/2022
767070516575547161,Olive Grove Cottage,1161941,Katrina,,Tasman,-43.1262065,147.7130469,Entire home/apt,180,1,10,2023-03-04,4.69,2,161,10,DA2022.123
773628802038431981,Numie - Freycinet Peninsula - Glamping,10859647,Lee,,Glamorgan/Spring Bay,-42.06704,148.21925,Entire home/apt,320,1,20,2023-03-08,11.32,1,354,20,DA2021/360
773698506300830729,The A charming Snug House @ Lower Snug,425096584,Bryan,,Kingborough,-43.07674,147.26191,Entire home/apt,397,1,4,2023-01-22,1.62,15,50,4,Exempt: This listing falls under the 'home sharing' exemption
773903037775247306,Scenic City Getaway - Mountain views,213841131,Liberty,,Hobart,-42.86743,147.30839,Entire home/apt,178,1,19,2023-03-04,7.60,3,306,19,Exempt: This listing falls under the 'home sharing' exemption
